SRR12567135	SRR12567136	SRR12567137	SRR12567138	SRR12567139	SRR12567140	SRR12567141	SRR12567142	SRR12567143	SRR12567144	SRR12567145	SRR12567146	SRR12567147	SRR12567148	SRR12567149	SRR12567150	SRR12567151	SRR12567152	SRR12567153	SRR12567154	SRR12567155	SRR12567156	SRR12567157	SRR12567158	SRR12567159	SRR12567160	SRR12567161	SRR12567162	SRR12567163	SRR12567164	SRR12567165	SRR12567166	SRR12567167	SRR12567168	SRR12567169	SRR12567170	SRR12567171	SRR12567172	SRR12567173	SRR12567174	SRR12567175	SRR12567176	SRR12567177	SRR12567178	SRR12567179	SRR12567180	SRR12567181	SRR12567182	SRR12567183	SRR12567184	SRR12567185	SRR12567186	SRR12567187	SRR12567188	SRR12567189	SRR12567190	SRR12567191	SRR12567192	SRR12567193	SRR12567194	SRR12567195	SRR12567196	SRR12567197	SRR12567198	SRR12567199	SRR12567200	SRR12567201	SRR12567202	SRR12567203	SRR12567204	SRR12567205	SRR12567206	SRR12567207	SRR12567208	SRR12567209	SRR12567210	SRR12567211	SRR12567212	SRR12567213	SRR12567214	SRR12567215	SRR12567216	SRR12567217	SRR12567218	SRR12567219	SRR12567220	SRR12567221	SRR12567222	SRR12567223	SRR12567224	SRR12567225	SRR12567226	SRR12567227	SRR12567228	SRR12567229	SRR12567230	SRR12567231	SRR12567232	SRR12567233	SRR12567234	SRR12567235	SRR12567236	SRR12567237	SRR12567238	SRR12567239	SRR12567240	SRR12567241	SRR12567242	SRR12567243	SRR12567244	SRR12567245	SRR12567246	SRR12567247	SRR12567248	SRR12567249	SRR12567250	SRR12567251	SRR12567252	SRR12567253	SRR12567254	SRR12567255	SRR12567256	SRR12567257	SRR12567258	SRR12567259	SRR12567260	SRR12567261	SRR12567262	SRR12567263	SRR12567264	SRR12567265	SRR12567266	SRR12567267	SRR12567268	SRR12567269	SRR12567270	SRR12567271	SRR12567272	SRR12567273	SRR12567274	SRR12567275	SRR12567276	SRR12567277	SRR12567278	SRR12567279	SRR12567280	SRR12567281	SRR12567282	SRR12567283	SRR12567284	SRR12567285	SRR12567286	SRR12567287	SRR12567288	SRR12567289	SRR12567290	SRR12567291	SRR12567292	SRR12567293	SRR12567294	SRR12567295	SRR12567296	SRR12567297	SRR12567298	SRR12567299	SRR12567300	SRR12567301
asv228	0	0	393	45	0	0	1282	0	0	9	0	0	2	0	0	0	0	0	0	2392	0	518	0	0	0	220	0	474	46	0	0	618	89	0	0	216	0	0	0	2445	11	0	0	570	63	0	0	83	0	0	483	0	0	415	0	0	38	327	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	121	0	0	464	981	0	0	169	0	0	5135	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	359	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17595	0	0
asv230	0	300	0	0	0	0	0	0	0	0	0	0	1058	341	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	232	0	0	0	0	0	0	0	252	0	0	0	0	0	712	913	0	5504	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3518	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv231	0	0	0	1415	0	0	0	0	0	118	0	0	0	0	192	0	701	0	0	353	0	0	0	0	0	46	0	90	477	0	0	0	0	0	0	0	0	0	0	0	0	972	44	181	0	0	188	701	0	1833	0	12	0	355	149	147	0	0	0	0	0	0	3023	0	0	0	0	68	364	26	0	0	10	0	0	277	0	0	1488	0	406	0	0	0	348	0	13	0	0	205	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	149	0	0	0	56	2510	0	0	0	0	0	0	0	0	0	0
asv232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17804	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5001	0	0	0	0	306	0	0	0	52	0	286	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	1081	0	0	241	0	0	144	0	804	0	0	2243	0	0	0	4522	0	1095	0	463	0	0	0	0	0	0	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv235	0	0	0	97	0	0	0	0	0	197	78	0	0	2654	0	0	425	237	0	0	0	516	0	0	587	38	0	0	51	0	0	0	236	0	0	0	0	2197	0	58	0	0	0	0	0	0	0	459	0	340	123	0	0	83	52	0	0	0	0	514	0	0	0	0	0	0	0	102	0	0	0	0	0	558	0	748	0	910	0	0	0	1043	0	0	149	0	31	0	0	57	0	0	0	15	0	0	0	0	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	27	0	0	0	3271	429	0	0	18	0	0	0	0	0	0
asv236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv237	422	29	60	0	0	33	8	690	58	4	4	11	584	84	0	0	1392	46	256	14	77	26	432	0	0	29	16	33	0	0	63	25	67	27	0	0	113	0	7	203	43	0	147	11	6	19	241	366	9	968	9	53	25	39	0	11	17	5	19	0	0	179	132	41	41	0	10	0	0	5	15	0	0	7	0	437	18	40	0	95	174	22	215	0	15	70	132	25	852	642	2579	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	448	0	0	0	0	0	0	0	784	167	131	15	0	0	9	182	25	50	31	1356	0	106	14	51	34
asv238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	16704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv239	0	0	159	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2523	0	0	0	0	0	0	0	0	0	6782	313	214	0	0	0	0	209	0	0	0	16	0	578	1246	12	0	0	0	0	0	184	0	0	0	433	0	0	37	47	2450	349	0	0	7	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	55	0	0	551	0	0	0	0	0	0	0	0	0	0	187
asv240	0	0	0	633	0	0	0	0	0	0	0	0	104	0	5	0	1106	0	0	49	0	0	0	0	0	0	0	0	182	4	337	15	213	0	0	249	0	0	0	0	0	8	114	0	5732	0	0	79	0	200	0	0	0	23	0	0	345	102	843	0	0	0	44	0	0	0	0	0	98	137	0	0	0	0	0	0	113	0	0	0	0	96	0	0	39	0	0	635	427	102	0	0	0	0	0	0	0	0	3352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	37	0	5	943	40	0	0	0	0	0	0	0	0	0	102
asv241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1392	0	0	0	7514	0	0	0	0	0	0	0	24	0	7421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv244	0	0	1914	0	0	0	0	0	0	0	0	0	0	6195	0	0	0	0	0	0	0	0	0	0	0	121	0	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3425	715	0	0	0	0	0	128	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	8	0	13	0	0	0	0	0	0	175	0	0	0	0	0	0	0	308	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	0
asv245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8083	0	0	0	0	1628	0	2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv246	0	0	0	161	245	6	306	96	8	0	0	0	0	351	9	4	1119	0	21	0	59	288	371	0	0	28	0	14	78	0	0	190	26	9	0	320	0	0	51	2061	104	111	34	0	17	129	158	226	0	0	13	0	54	144	21	0	322	362	450	0	12	0	0	0	0	0	0	0	276	27	0	12	0	0	0	0	110	0	0	18	455	158	1699	7	38	0	0	1715	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	449	0	0	0	0	0	0	150	0	34	0	0	0	180	1965	0	29	0	185	0	0	0	0	263	142
asv247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9991	0	0	0	228	129	86	0	0	0	0	0	0	561	0	81	46	0	33	0	0	0	0	70	0	0	0	0	0	76	31	0	49	87	0	0	0	396	1298	0	2212	48	276	0	0	0	36	0	235	0	0	65	81	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv248	341	0	0	0	0	50	41	618	94	16	0	102	0	0	0	0	0	67	564	54	164	59	1071	0	14	280	0	0	0	0	204	37	0	29	0	141	0	20	31	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	164	76	103	0	261	243	60	1780	0	36	554	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1908	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	6	0	0	0	1286	0	0	0	0	0	0	17	1734	0	0	72	0	0	0	790	135	163	129	1146	0	350	207	382	47
asv249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11521	0	0	0	0	0	0	0	0	0
asv250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	2274	0	3187	0	128	0	0	0	52	0	0	0	16	0	0	0	0	74	163	233	230	0	0	96	0	63	0	0	0	0	476	0	289	0	0	27	46	284	0	0	622	0	3926	0	162	2639	56	0	481	0	283	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	641	0	1331	0	28	0	35	38	43	0	262	0	0	0	0	3439	0	65	37	0	0	0	0	0	0	0	0	0	0	0	0	41	61	0	72	0	0	0	0	78	186	0	376	61	657	3836	4128	0	0	0	38	113	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv252	0	33	2161	94	0	0	6	0	0	0	5	0	0	0	34	0	0	34	0	46	0	0	929	0	17	0	7	0	51	0	0	0	99	0	0	72	1825	0	539	0	16	75	33	1256	6	98	142	0	0	0	949	10	36	0	26	0	334	24	274	0	9	0	980	0	0	0	0	229	20	116	13	0	271	0	0	0	0	170	0	0	0	189	0	25	12	0	0	26	619	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	205	0	0	0	0	39	0	138	0	319	10	105	0	102	0	395	0	0	0	103	0	0	2268	0	146
asv253	0	0	0	75	0	0	138	0	0	1895	0	0	0	156	163	0	0	0	118	0	0	0	0	0	63	99	14	0	46	6	80	84	554	0	0	0	67	0	0	231	0	0	243	0	281	0	0	331	0	465	0	0	14	147	42	61	0	355	0	0	3425	0	0	42	0	0	0	56	107	44	32	14	0	13	0	153	65	0	0	0	0	38	1588	0	766	0	25	147	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2896	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	17	0
asv254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	89	0	0	0	0	12	0	0	967	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	9579	0	0	0	0	189	0	2678	0	13	0	881	42	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	15095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	53	0	0	0	0	3383	0	0	0	0	0	0	0	0	757	0	27	0	0	0	0	0	0	0	0	33	0	24	0	0	0	189	0	0	0	0	0	0	9801	0	1005	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	301	1082	4231	2156	0	31	0	249	80	0	0	74	0	51	0	0	0	0	54	0	0	35	349	0	275	141	0	0	0	291	173	0	19	0	585	36	0	0	3375	0	319	171	118	81	0	399	24	10	75	0	0	35	0	59	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv259	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	28	0	74	0	0	0	0	0	0	0	0	0	0	139	0	0	0	176	0	0	0	316	0	0	0	0	294	0	0	0	83	0	0	226	355	0	0	0	0	0	0	0	0	0	376	0	165	0	0	0	0	0	0	0	0	0	0	75	357	0	294	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	772	0	0	0	0	0	0	0	0	0	10338	86	25
asv260	534	106	9	0	0	3	0	85	9	5	37	0	2147	1294	9	0	0	0	0	0	0	10	0	0	0	0	50	0	0	0	0	0	226	0	0	0	17	6	14	0	36	0	52	0	0	16	0	0	0	0	0	0	0	0	0	22	0	0	0	0	3	0	1208	0	0	0	0	37	0	23	9	59	0	35	20	0	0	95	128	0	62	0	0	19	0	0	181	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	6294	0	0	0	0	226	0	0	4	0	0	525	0	0	0
asv261	0	0	78	153	0	0	44	0	0	186	0	0	89	67	0	0	0	0	0	69	0	0	0	0	299	0	0	101	28	0	0	0	47	0	0	0	0	0	0	87	217	192	588	148	75	462	0	0	0	0	0	0	0	420	0	187	711	0	175	0	0	1536	665	0	0	0	0	52	25	6	85	0	0	61	47	356	0	858	0	0	69	78	0	381	289	0	0	193	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	3094	0	2	35	178	0	1688	0	0	0	0	0	0	0	18	99	0	0
asv262	0	16	827	31	15	0	49	0	0	0	30	0	0	0	99	0	0	0	0	0	58	68	0	0	67	0	5	336	63	0	207	0	1124	0	0	0	484	11	5	1198	189	34	186	489	424	0	261	0	0	277	259	0	0	531	0	1024	264	45	186	0	390	0	0	0	0	0	149	254	9	14	0	0	0	377	0	297	44	320	0	0	60	114	325	54	87	0	0	75	0	68	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1253	0	0	0	0	0	0	182	0	0	40	0	0	365	24	0	0	0	162	0	0	0	0	49	73
asv263	0	0	186	386	0	0	0	0	0	528	0	0	59	2	0	0	0	0	0	0	0	0	0	0	83	0	0	219	91	0	0	0	12	0	74	0	0	0	0	0	14	0	0	401	0	385	0	0	0	0	0	0	0	441	0	0	119	0	93	0	0	531	0	0	0	0	0	119	59	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	724	0	193	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8878	0	0	2	70	34	92	0	0	0	0	0	0	0	0	93	0	0
asv264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7053	0	369	0	286	475	188	0	233	0	139	0	24	0	0	241	2399	0	46	0	0	407	0	0	0	0	0	0	0	139	326	291	0	0	0	0	0	38	0	0	0	43	0	1645	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
